"line","trait_value","trait","reference"
900,4.1,"Olfactory.benzaldehyde.M","Arya et al., Chem Senses, 2015"
907,3.23,"Olfactory.benzaldehyde.M","Arya et al., Chem Senses, 2015"
908,4.29,"Olfactory.benzaldehyde.M","Arya et al., Chem Senses, 2015"
911,3.16,"Olfactory.benzaldehyde.M","Arya et al., Chem Senses, 2015"
913,3.6,"Olfactory.benzaldehyde.M","Arya et al., Chem Senses, 2015"
21,2.24,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
26,1.73,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
28,2.01,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
38,2.3,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
40,2.52,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
41,1.36,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
42,1.43,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
45,2.1,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
49,2.62,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
57,2.03,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
59,2.35,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
69,2.04,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
73,2.18,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
75,2.05,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
83,3.56,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
85,2.01,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
88,2.47,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
91,2.04,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
93,1.27,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
101,2.38,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
105,1.94,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
109,2.42,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
129,3.16,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
136,3.28,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
138,2.25,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
142,2.85,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
149,1.89,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
153,1.82,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
158,2.57,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
161,1.89,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
176,2.75,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
177,2.64,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
181,1.76,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
189,2.4,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
195,1.57,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
208,1.16,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
217,1.39,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
223,2.85,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
227,2.64,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
228,2.38,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
229,2.12,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
233,2.45,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
235,3.18,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
237,2.32,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
239,2.5,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
256,2.06,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
280,2.02,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
287,2.14,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
301,3.16,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
303,2.39,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
304,1.12,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
306,1.14,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
307,2.43,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
309,2.42,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
310,3.47,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
313,1.68,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
315,2.97,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
317,3.26,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
318,2.2,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
319,2.28,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
320,1.6,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
321,1.75,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
324,0.5,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
325,2.17,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
332,2.82,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
335,3.35,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
336,1.75,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
338,2.09,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
340,2.46,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
350,1.08,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
352,1.66,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
356,1.9,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
357,1.5,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
358,2.12,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
359,2.59,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
360,3.11,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
361,1.32,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
362,2.25,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
365,1.74,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
367,2.74,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
370,2.46,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
371,2.45,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
373,1.46,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
374,1.83,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
375,1.77,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
377,1.31,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
379,2.13,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
380,1.41,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
381,1.36,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
382,2.9,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
383,2.35,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
385,3.76,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
386,2.41,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
391,2.04,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
392,1.55,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
399,2.9,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
405,1.81,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
406,2.08,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
409,1.79,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
426,2.38,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
427,2.35,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
437,2.35,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
439,2.34,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
440,2.82,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
441,1.26,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
443,1.89,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
461,2.93,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
486,2.37,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
491,1.61,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
492,1.5,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
502,2.8,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
508,2.14,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
509,2.32,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
513,2.2,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
517,1.44,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
530,1.92,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
531,2.92,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
535,2.7,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
555,3.24,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
563,0.93,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
584,3.71,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
589,1.65,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
595,2.53,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
639,1.99,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
642,1.4,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
646,1.32,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
703,2.59,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
705,3.72,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
707,2.43,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
712,2.82,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
714,2.04,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
716,1.36,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
721,1.34,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
727,1.71,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
730,3.5,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
732,1.09,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
737,1.86,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
738,2.02,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
748,2.32,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
757,1.34,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
761,1.61,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
765,2.01,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
774,1.54,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
776,2.27,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
783,1.08,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
786,2.17,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
787,2.34,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
790,2.19,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
796,1.98,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
799,2.61,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
801,2.34,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
802,2.57,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
804,3.11,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
805,2.67,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
808,1.73,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
810,2.07,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
812,2.24,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
818,1.24,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
819,2.34,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
820,1.68,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
821,2.54,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
822,1.58,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
832,1.61,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
837,2.42,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
843,2,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
849,1.89,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
850,1.81,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
852,1.77,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
853,2.13,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
855,1.94,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
857,1.35,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
859,2.84,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
861,2.62,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
879,2.59,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
882,1.95,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
884,2.49,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
887,2.26,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
890,1.8,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
892,2.02,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
894,2.03,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
897,1.94,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
900,2.77,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
907,1.63,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
908,1.76,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
911,1.34,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
913,1.44,"Olfactory.acetophenone.F","Arya et al., Chem Senses, 2015"
21,1.67,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
26,1.47,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
28,1.25,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
38,2.02,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
40,1.96,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
41,0.95,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
42,1.73,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
45,2.14,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
49,2.45,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
57,0.72,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
59,1.77,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
69,1.62,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
73,2.63,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
75,2.13,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
83,3.39,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
85,1.75,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
88,2.61,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
91,1.67,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
93,1.63,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
101,1.19,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
105,1.68,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
109,2.87,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
129,2.84,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
136,2.44,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
138,2.31,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
142,1.95,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
149,1.54,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
153,1.73,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
158,1.73,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
161,1.77,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
176,1.77,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
177,3.33,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
181,2.05,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
189,2.27,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
195,2.04,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
208,0.72,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
217,0.62,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
223,3.18,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
227,1.68,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
228,1.78,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
229,2.56,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
233,1.49,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
235,2.74,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
237,1.57,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
239,1.36,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
256,2.13,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
280,1.61,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
287,1.81,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
301,2.64,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
303,2.42,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
304,1.15,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
306,1.55,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
307,3.05,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
309,1.56,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
310,2.85,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
313,2.24,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
315,3.49,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
317,2.96,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
318,1.56,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
319,1.94,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
320,1.42,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
321,1.18,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
324,0.56,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
325,1.8,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
332,3.19,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
335,3.39,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
336,2.06,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
338,1.86,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
340,2.05,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
350,1.13,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
352,1.99,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
356,1.65,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
357,1.45,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
358,1.43,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
359,2.26,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
360,2.25,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
361,1.32,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
362,1.81,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
365,1.38,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
367,2.71,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
370,1.28,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
371,2.17,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
373,1.97,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
374,2.19,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
375,1.87,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
377,0.94,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
379,2.39,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
380,1.38,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
381,1.18,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
382,2.37,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
383,2.81,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
385,3.4,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
386,1.54,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
391,1.84,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
392,1.67,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
399,1.96,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
405,1.15,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
406,2.03,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
409,2.48,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
426,1.91,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
427,1.99,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
437,2.26,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
439,2.39,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
440,2.56,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
441,1.45,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
443,1.93,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
461,2.96,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
486,2.33,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
491,1.45,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
492,1.18,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
502,2.42,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
508,2.49,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
509,1.92,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
513,2.6,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
517,1.99,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
530,2.35,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
531,1.36,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
535,2.2,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
555,2.93,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
563,0.57,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
584,3.2,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
589,1.59,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
595,1.93,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
639,1.98,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
642,1.2,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
646,0.95,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
703,2.03,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
705,3.27,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
707,2.46,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
712,2.39,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
714,1.66,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
716,1.15,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
721,1.29,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
727,2.28,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
730,3.35,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
732,0.98,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
737,1.42,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
738,1.25,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
748,1.59,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
757,1.32,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
761,1.57,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
765,2.18,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
774,0.88,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
776,2.27,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
783,0.83,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
786,2.52,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
787,1.87,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
790,1.93,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
796,1.38,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
799,2.67,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
801,2.05,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
802,2.34,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
804,2.69,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
805,1.98,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
808,1.64,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
810,1.75,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
812,2.01,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
818,1.21,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
819,1.85,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
820,0.93,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
821,2.48,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
822,0.91,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
832,1.8,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
837,3.4,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
843,2.67,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
849,0.77,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
850,2.14,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
