"line","trait_value","trait","reference"
852,1.34,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
853,2.15,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
855,1.51,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
857,1.49,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
859,2.68,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
861,2.47,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
879,2.01,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
882,1.59,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
884,1.95,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
887,1.99,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
890,1.65,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
892,1.76,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
894,1.06,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
897,1.64,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
900,2.72,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
907,2.33,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
908,1.78,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
911,1.31,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
913,0.96,"Olfactory.acetophenone.M","Arya et al., Chem Senses, 2015"
21,3,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
26,2.9,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
28,3.09,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
38,3.3,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
40,3.25,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
41,3.19,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
42,3.73,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
45,3.23,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
49,2.86,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
57,2.78,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
59,3.31,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
69,3.43,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
73,3.21,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
75,2.22,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
83,3.02,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
85,2.42,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
88,3.6,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
91,3.25,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
93,3.25,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
93,2.5,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
101,2.46,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
105,3.86,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
109,3.28,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
129,3.14,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
136,3.39,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
138,3.06,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
142,3.08,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
149,3.61,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
153,2.73,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
158,3.19,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
161,3.28,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
176,2.86,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
177,3.74,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
181,3.16,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
189,2.66,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
195,3.4,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
208,3.46,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
217,2.53,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
223,3.25,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
227,3.5,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
228,3.56,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
229,2.94,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
233,3.26,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
235,3.74,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
237,3.68,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
239,2.84,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
256,3.02,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
280,3.07,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
287,3.64,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
301,3.42,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
303,3.14,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
304,3.52,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
306,3.42,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
307,3.14,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
309,3.06,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
310,3.28,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
313,2.84,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
315,3.53,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
317,2.84,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
318,3.63,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
320,2.81,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
321,2.95,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
324,2.67,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
325,3.55,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
332,3.28,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
335,3.24,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
336,2.33,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
338,2.52,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
340,3.63,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
350,3.75,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
352,2.8,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
356,2.7,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
357,2.59,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
358,3.09,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
359,2.54,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
360,2.37,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
361,3.65,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
362,2.37,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
365,3.7,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
367,2.92,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
370,3.82,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
371,3.34,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
373,3.45,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
374,3.71,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
375,3.75,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
377,3.48,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
379,3.86,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
380,3.66,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
381,2.62,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
382,3.25,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
383,2.26,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
385,3.94,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
386,2.65,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
391,2.37,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
392,2.74,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
399,3.48,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
405,3.32,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
406,3.07,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
409,2.13,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
426,2.34,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
427,3.02,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
437,3.43,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
439,3.65,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
440,3.38,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
441,2.6,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
443,3.29,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
461,4.11,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
486,3.62,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
491,3.45,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
492,2.91,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
502,2.84,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
508,3.47,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
509,3.99,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
513,3.22,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
517,3.44,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
530,3.37,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
531,3.22,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
535,3.33,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
555,2.9,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
563,3.11,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
584,3.8,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
589,3.51,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
595,3.18,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
639,3.16,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
642,3.21,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
646,2.61,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
703,3.2,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
705,3.27,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
707,2.85,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
712,3.24,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
714,3.15,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
716,3.11,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
721,2.85,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
727,3.27,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
730,2.85,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
732,2.84,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
737,3.46,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
738,3.31,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
748,3.42,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
757,3.99,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
761,3.15,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
765,3.5,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
774,2.48,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
776,2.83,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
783,3.4,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
786,3.45,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
787,3.45,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
790,3.37,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
796,3.85,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
799,3.1,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
801,3.31,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
802,3.48,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
804,3.36,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
805,3.29,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
808,3.18,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
810,2.53,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
812,2.99,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
818,3.24,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
819,3.28,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
820,3.02,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
821,3.41,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
822,2.96,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
832,2.85,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
837,3.32,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
843,3.52,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
849,3.16,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
850,3.31,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
852,2.55,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
853,3.4,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
855,3.56,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
857,3.45,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
859,2.65,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
861,3.42,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
879,3.34,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
882,3.07,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
884,3.84,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
887,3.07,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
890,3.5,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
892,3.57,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
894,3.17,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
897,2.97,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
900,3.48,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
907,3.52,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
908,3.58,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
911,3.93,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
913,2.86,"Olfactory.eugenol.F","Arya et al., Chem Senses, 2015"
21,3.56,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
26,3.24,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
28,2.41,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
38,3.21,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
40,2.9,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
41,2.48,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
42,2.7,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
45,2.9,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
49,2.66,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
57,2.56,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
59,2.27,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
69,3.13,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
73,2.92,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
75,1.97,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
83,2.66,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
85,2.9,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
88,2.82,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
91,3.29,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
93,3.29,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
93,2.5,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
101,3.01,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
105,3.2,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
109,3.41,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
129,3.68,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
136,3.14,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
138,3.01,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
142,3.59,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
149,3.47,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
153,2.63,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
158,2.54,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
161,2.34,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
176,3.09,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
177,3.01,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
181,2.9,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
189,2.48,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
195,2.55,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
208,3.35,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
217,2.27,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
223,2.72,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
227,3.2,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
228,2.98,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
229,3.5,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
233,2.88,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
235,4,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
237,3.57,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
239,3.11,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
256,3.43,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
280,2.8,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
287,2.54,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
301,2.73,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
303,2.59,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
304,3.66,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
306,3.33,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
307,3.76,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
309,3.04,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
310,2.9,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
313,2.49,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
315,3.32,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
317,2.59,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
318,3.67,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
320,2.65,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
321,2.63,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
324,2.85,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
325,3.44,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
332,2.83,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
335,3.19,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
336,3,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
338,3.09,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
340,3.3,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
350,3.64,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
352,2.7,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
356,2.39,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
357,2.35,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
358,2.33,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
359,3.01,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
360,2.83,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
361,2.77,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
362,2.13,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
365,2.94,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
367,2.57,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
370,3.55,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
371,3.36,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
373,2.98,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
374,3.11,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
375,3.1,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
377,3.68,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
379,3.58,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
380,2.91,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
381,2.31,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
382,2.95,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
383,3.29,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
385,3.36,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
386,3.01,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
391,2.38,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
392,2.31,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
399,3.61,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
405,3.2,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
406,3.27,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
409,2.7,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
426,3.39,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
427,3.27,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
437,2.93,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
439,3.83,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
440,2.73,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
441,3.2,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
443,3.29,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
461,3.86,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
486,3.71,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
491,3.2,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
492,2.84,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
502,2.38,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
508,3.45,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
509,3.37,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
513,3.21,"Olfactory.eugenol.M","Arya et al., Chem Senses, 2015"
